,Category,Section,Sub Section,Info,Link
185,Suscripción y primeros pasos,Configuración,Instalar Max en dispositivos compatibles,"Instalar Max en dispositivos compatibles

Puedes ver Max en teléfonos, tabletas, ordenadores, televisores, reproductores de streaming, decodificadores y videoconsolas.

Para empezar a disfrutar hoy mismo, instala la aplicación Max o ve a max.com en tu ordenador.

Selecciona un tipo de dispositivo:
 
Teléfono o tableta
Ordenador
Televisión

Selecciona un dispositivo compatible para los pasos de instalación y actualización:

Amazon Fire TV
Android TV
Apple TV
Hisense VIDAA TV
LG Smart TV (en algunos países)
Philips Titan TV
PlayStation (en algunos países)
Samsung TV
Vodafone TV (en algunos países)
Xbox (en algunos países)

Para obtener una lista de dispositivos 4K, HDR10 y Dolby Vision compatibles, ve a Ver en 4K UHD.

¿El dispositivo de TV no es compatible?

Si la aplicación Max no está disponible en tu dispositivo de TV, aquí tienes otras formas de transmitir en tu televisor:

AirPlay
Chromecast
Cable HDMI

También puedes conectar un reproductor de streaming compatible (por ejemplo, Apple TV) para transmitir Max en tu televisor.

Suscríbete o inicia sesión

Una vez que tengas instalada la aplicación Max, realiza una de las siguientes acciones:

¿Nuevo suscriptor? Abre Max o ve a max.com y selecciona Suscríbete ya.
¿Tienes una cuenta de Max (o HBO Max)? Abre Max y selecciona Iniciar sesión (si tu suscripción ha caducado, se te pedirá que la renueves).

¿Necesitas ayuda para iniciar sesión? Ve a No puedo iniciar sesión.",https://help.max.com/es-es/Answer/Detail/000002506
186,Suscripción y primeros pasos,Configuración,Configuración de Max,"Configuración de Max

Hay varias configuraciones disponibles en la aplicación Max y en max.com/settings.

Selecciona el dispositivo que estás usando:
 
Teléfono o tableta
Ordenador
Televisión

Para acceder a la configuración:

En Max, selecciona tu perfil y luego Configuración de la aplicación.

Aquí encontrarás las siguientes opciones:

Ver con wifi o datos móviles
Reproducción automática del siguiente episodio
Configuración de descargas
Notificaciones
Gestionar código parental
Información

Para opciones adicionales:

En Max, selecciona tu perfil.

Aquí encontrarás lo siguiente:

Cuenta
Suscripción
Privacidad y condiciones
Temas relacionados
Cambiar el idioma de la aplicación
Añadir y gestionar perfiles
Gestionar dispositivos que están usando tu cuenta
Gestionar una suscripción a Max
Privacidad de Max",https://help.max.com/es-es/Answer/Detail/000002541
187,Suscripción y primeros pasos,Configuración,Transmitir Max con un cable HDMI,"Transmitir Max con un cable HDMI

La aplicación Max es la forma más sencilla de transmitir Max en tu televisor. Aquí te mostramos otras formas de transmitir en tu televisor:

AirPlay
Chromecast
Cable HDMI

¿Hay una aplicación Max disponible? Para averiguar si hay una aplicación Max disponible, ve a Dispositivos compatibles (o consulta la tienda de aplicaciones en tu dispositivo de TV).

Transmitir con un cable HDMI

Puedes usar un cable HDMI para conectar tu ordenador, teléfono o tableta a tu televisor.

Lo que necesitas
Un cable HDMI 2.0+ y posiblemente un adaptador
(por ejemplo, iPhone o iPad: Adaptador de conector Lightning a AV digital, Mac o iPad Pro: Adaptador de USB-C a AV digital)
Un televisor compatible con HDCP 2.1+
Para transmitir en tu televisor
Conecta un cable HDMI a tu teléfono, tableta u ordenador (es posible que necesites un adaptador para tu teléfono o tableta).
Conecta el otro extremo del cable HDMI a tu televisor.
Abre Max en tu teléfono, tableta u ordenador y empieza a ver algo.
Solución de problemas
Max no aparece en el televisor
No hay sonido ni audio
Error «Hay un problema con la configuración del dispositivo»",https://help.max.com/es-es/Answer/Detail/000002512
188,Suscripción y primeros pasos,Configuración,Enviar Max con Chromecast a tu televisor,"Enviar Max con Chromecast a tu televisor

Puedes usar Chromecast para enviar Max desde tu teléfono, tableta u ordenador a tu televisor.

Lo que necesitas
Chromecast, Chromecast Ultra o un televisor con Chromecast integrado.
(Si tienes un Chromecast con Google TV, puedes usar la aplicación Max).
Un teléfono o tableta Android, un iPhone o iPad de Apple o un ordenador con el navegador Chrome.

La aplicación Max es la forma más sencilla de ver Max en tu televisor. Consulta la tienda de aplicaciones de tu televisor o ve a Dispositivos compatibles.

¿Desde qué dispositivo estás enviando?
 
Teléfono o tableta
Ordenador

Así es como enviar Max desde tu teléfono o tableta a tu televisor:

Asegúrate de que el teléfono o la tableta están conectados a la misma red wifi que tu Chromecast.
Abre Max y selecciona el botón Enviar de Google .
¿Falta el botón Enviar? Consulta la sección Solución de problemas a continuación.
Selecciona el dispositivo al que deseas enviar.
Empieza a ver algo.

Para detener el envío, selecciona de nuevo el botón Enviar y luego Detener envío.

Puedes cambiar los subtítulos, los subtítulos ocultos y la pista de audio en el dispositivo que estás utilizando para enviar. Para más información, ve a Subtítulos, subtítulos ocultos (CC) y audio.

Solución de problemas
iOS: falta el botón Enviar
¿No puedes enviar desde tu teléfono o tableta?
¿No puedes enviar a tu dispositivo Chromecast?

Para más información, ve a Ayuda de Chromecast:

Solución de problemas de Chromecast
Enviar la pantalla de un dispositivo Android desde la aplicación Google Home
Mejorar la experiencia de envío de pantalla desde dispositivos Android",https://help.max.com/es-es/Answer/Detail/000002513
189,Suscripción y primeros pasos,Configuración,Transmitir Max con AirPlay a tu televisor,"Transmitir Max con AirPlay a tu televisor

Puedes usar AirPlay para transmitir Max desde tu iPhone, iPad o Mac a tu dispositivo compatible con AirPlay 2.

Nota La aplicación Max es la forma más sencilla de ver Max en tu televisor. Para averiguar si hay una aplicación Max disponible, ve a Dispositivos compatibles (o consulta la tienda de aplicaciones de tu televisor).

Transmitir Max a tu televisor usando AirPlay

Puedes transmitir Max desde tu iPhone o iPad a tu dispositivo compatible con AirPlay 2. Te explicamos cómo hacerlo:

Conecta tu iPhone o iPad a la misma red wifi que tu dispositivo compatible con AirPlay 2.
Asegúrate de que AirPlay está activado en tu dispositivo compatible con AirPlay 2.
Abre Max en tu iPhone o iPad y empieza a ver algo.
Toca la pantalla y luego selecciona el icono de AirPlay .
Selecciona el dispositivo al que deseas transmitir usando AirPlay.

¿Necesitas ayuda? Consulta el artículo de Apple AirPlay no funciona.

Duplicar la pantalla en tu televisor

Puedes duplicar la pantalla de tu iPhone, iPad o Mac en tu dispositivo compatible con AirPlay 2. Te explicamos cómo hacerlo:

Conecta tu iPhone, iPad o Mac a la misma red wifi que tu dispositivo compatible con AirPlay 2.
Asegúrate de que AirPlay está activado en tu dispositivo compatible con AirPlay 2.
Realiza una de las siguientes acciones:
iPhone o iPad: Abre el Centro de control y selecciona Duplicar pantalla. A continuación, selecciona el dispositivo al que deseas transmitir usando AirPlay. Si necesitas ayuda, consulta el artículo de Apple Duplicar el iPhone o iPad en un televisor o Mac.
Mac: Selecciona el icono de Centro de control en la barra de menús (arriba a la derecha) y luego Duplicar pantalla. A continuación, selecciona el dispositivo al que deseas transmitir usando AirPlay. Para obtener ayuda, consulta el artículo de Apple Usar AirPlay para transmitir lo que se ve en el Mac.
Si se te solicita, introduce el código de acceso de cuatro dígitos en tu dispositivo iOS o Mac.",https://help.max.com/es-es/Answer/Detail/000002514
190,Suscripción y primeros pasos,Primeros pasos,¿Dónde está disponible Max?,"¿Dónde está disponible Max?

Aquí es donde Max (y HBO Max) están disponibles actualmente:

Asia Pacífico
Europa
América Latina y el Caribe
Estados Unidos
Preguntas y respuestas sobre la disponibilidad de Max
¿Cuándo estará disponible Max en más regiones?
¿Puedo ver Max mientras viajo?
Solución de problemas

Si recibes el mensaje «This is uncharted territory» (Esto es territorio inexplorado), o «Aún no está disponible en tu región», es posible que tu dirección IP esté bloqueada o que esté identificando incorrectamente tu ubicación.

Si Max (o HBO Max) está disponible donde te encuentras, prueba estos pasos:

Paso 1: Desbloquea tu dirección IP
Paso 2: Reinicia tus dispositivos de red
Paso 3: Comunícate con tu proveedor de servicios de Internet
Paso 4: Contacta con nosotros",https://help.max.com/es-es/Answer/Detail/000002518
191,Suscripción y primeros pasos,Primeros pasos,HBO Max ahora es Max,"HBO Max ahora es Max

HBO Max ahora es Max. Esto es lo que necesitas saber:

¿Cómo actualizo a la aplicación Max?
¿En qué se diferencia Max de HBO Max?
¿Cómo puedo obtener Max?
¿En qué dispositivos puedo hacer streaming?
¿Se transfieren mis perfiles y configuración de HBO Max?
¿Hay cambios en los precios?
¿Hay cambios en los planes?
Ver también
¿Dónde está disponible Max?
Dispositivos compatibles con Max
Planes, facturación y pagos",https://help.max.com/es-es/Answer/Detail/000002564
192,Suscripción y primeros pasos,Primeros pasos,¿Cómo me suscribo a Max?,"¿Cómo me suscribo a Max?
Lo que hay que saber
Averigua si ya tienes acceso a Max (por ejemplo, los suscriptores de HBO).
Puedes registrarte en tu dispositivo o a través de un proveedor externo.
Regístrate en tu dispositivo
 
Teléfono o tableta
Ordenador
Televisión

Selecciona cómo quieres registrarte:

Max.com
Dispositivo Android, Apple o Amazon
Regístrate a través de un proveedor

Los planes de suscripción varían según el proveedor. Para consultar la lista completa de proveedores, ve a Proveedores de Max.

Selecciona cómo quieres registrarte:

Proveedor de Internet, telefonía móvil o televisión
Prime Video Channels (en algunos países)
Solución de problemas
Mensaje «Comprueba el correo electrónico y la contraseña»
¿El código del televisor no funciona?
¿No puedes hacer streaming después de volver a suscribirte?
Recibo un error de pago
¿No puedes resolver el rompecabezas de Captcha?
Mensaje «No se puede utilizar ese correo electrónico»",https://help.max.com/es-es/Answer/Detail/000002544
193,Suscripción y primeros pasos,Primeros pasos,Proveedores de Max,"Proveedores de Max

Aquí tienes una lista de proveedores que ofrecen Max:

Max.com
Tiendas de aplicaciones
Proveedores de Internet, telefonía móvil y televisión
Prime Video Channels (en algunos países)",https://help.max.com/es-es/Answer/Detail/000002545
194,Suscripción y primeros pasos,Primeros pasos,Todo sobre Max,"Todo sobre Max

Max reúne todo lo que te encantaba de HBO Max con deportes en directo y otros favoritos.

¿Qué puedo ver en Max?
¿Dónde está disponible Max?
¿Qué dispositivos son compatibles con Max?
¿Qué planes están disponibles y cuánto cuestan?
¿Cómo pago por Max?
¿Cómo me registro?",https://help.max.com/es-es/Answer/Detail/000002543
195,Suscripción y primeros pasos,Primeros pasos,Cómo moverse por la aplicación Max,"Cómo moverse por la aplicación Max

¿Quieres ver algo en Max pero no sabes cómo encontrarlo? La aplicación Max incluye formas sencillas de encontrar lo que buscas, además de recomendaciones personalizadas y un lugar para guardar lo que quieres ver.

Accesibilidad
Pantalla de inicio
Notificaciones dentro de la aplicación
Mis cosas
Perfil
Buscar
Configuración",https://help.max.com/es-es/Answer/Detail/000002559
196,Suscripción y primeros pasos,Planes y precios,Todo sobre los planes de Max,"Todo sobre los planes de Max

Puedes suscribirte a Max a través de muchos proveedores. Algunos proveedores de suscripción ofrecen planes con facturación mensual o anual.

Los precios de los planes varían según el país. Para consultar los precios de los planes, ve a max.com.

Estos son los planes de Max:

Estándar
Premium
Premium con Deportes (cuando se compra a través de Apple)
Max DAZN*

*La disponibilidad de Max DAZN varía según los proveedores de suscripción

Complemento Deportes: Disfruta de deportes selectos de Eurosport al añadir el complemento Deportes a tu plan de suscripción base (disponible con el plan Premium con Deportes a través de Apple). El precio y la disponibilidad varían según el proveedor de la suscripción. Para más información, ve a Complemento Deportes. Si te suscribes al plan Max DAZN, no necesitas el complemento Deportes.

¿Suscriptor de Apple? Para añadir deportes, cambia tu plan a Premium con Deportes.

Preguntas y respuestas sobre los planes de Max
¿Qué incluye cada plan?
¿Qué proveedores ofrecen planes?
¿Qué plan base tengo?
¿Cómo cambio de plan?
¿Cómo obtengo o quito el complemento Deportes?",https://help.max.com/es-es/Answer/Detail/000002547
197,Suscripción y primeros pasos,Planes y precios,Deportes en Max,"Deportes en Max

Cuando añadas el complemento Deportes (o el plan Premium con Deportes en dispositivos Apple) tendrás acceso en primera fila a prestigiosos eventos en directo, acción de la liga y torneos, como el Roland-Garros y el Tour de Francia 2025.

Los precios del complemento Deportes varían según el país. Para obtener información sobre deportes y precios, ve a max.com/sports. Para información sobre cómo quitar el complemento Deportes, ve a Gestionar el complemento Deportes.

Preguntas y respuestas sobre el complemento Deportes
¿Qué incluye el complemento Deportes?
¿Cuánto cuesta el complemento Deportes?
¿Cómo añado Deportes a mi plan?
¿Cómo puedo ver deportes?
Solución de problemas

Selecciona el mensaje que recibes a continuación:

No se pueden realizar cambios en tu suscripción en este dispositivo
Añade Deportes a través de {nombre del proveedor}
No disponible con tu proveedor",https://help.max.com/es-es/Answer/Detail/000002560
198,Suscripción y primeros pasos,Suscripción,Todo sobre los planes de Max,"Todo sobre los planes de Max

Puedes suscribirte a Max a través de muchos proveedores. Algunos proveedores de suscripción ofrecen planes con facturación mensual o anual.

Los precios de los planes varían según el país. Para consultar los precios de los planes, ve a max.com.

Estos son los planes de Max:

Estándar
Premium
Premium con Deportes (cuando se compra a través de Apple)
Max DAZN*

*La disponibilidad de Max DAZN varía según los proveedores de suscripción

Complemento Deportes: Disfruta de deportes selectos de Eurosport al añadir el complemento Deportes a tu plan de suscripción base (disponible con el plan Premium con Deportes a través de Apple). El precio y la disponibilidad varían según el proveedor de la suscripción. Para más información, ve a Complemento Deportes. Si te suscribes al plan Max DAZN, no necesitas el complemento Deportes.

¿Suscriptor de Apple? Para añadir deportes, cambia tu plan a Premium con Deportes.

Preguntas y respuestas sobre los planes de Max
¿Qué incluye cada plan?
¿Qué proveedores ofrecen planes?
¿Qué plan base tengo?
¿Cómo cambio de plan?
¿Cómo obtengo o quito el complemento Deportes?",https://help.max.com/es-es/Answer/Detail/000002547
199,Suscripción y primeros pasos,Suscripción,¿Ya tengo acceso a Max?,"¿Ya tengo acceso a Max?

Antes de registrarte en Max, es posible que ya tengas acceso.

¿Tienes alguno de los siguientes?
HBO con tu paquete de TV
Suscripción a HBO Max",https://help.max.com/es-es/Answer/Detail/000002546
200,Suscripción y primeros pasos,Suscripción,¿Cómo me suscribo a Max?,"¿Cómo me suscribo a Max?
Lo que hay que saber
Averigua si ya tienes acceso a Max (por ejemplo, los suscriptores de HBO).
Puedes registrarte en tu dispositivo o a través de un proveedor externo.
Regístrate en tu dispositivo
 
Teléfono o tableta
Ordenador
Televisión

Selecciona cómo quieres registrarte:

Max.com
Dispositivo Android, Apple o Amazon
Regístrate a través de un proveedor

Los planes de suscripción varían según el proveedor. Para consultar la lista completa de proveedores, ve a Proveedores de Max.

Selecciona cómo quieres registrarte:

Proveedor de Internet, telefonía móvil o televisión
Prime Video Channels (en algunos países)
Solución de problemas
Mensaje «Comprueba el correo electrónico y la contraseña»
¿El código del televisor no funciona?
¿No puedes hacer streaming después de volver a suscribirte?
Recibo un error de pago
¿No puedes resolver el rompecabezas de Captcha?
Mensaje «No se puede utilizar ese correo electrónico»",https://help.max.com/es-es/Answer/Detail/000002544
201,Suscripción y primeros pasos,Suscripción,Preguntas y respuestas sobre el periodo de prueba de Max,"Preguntas y respuestas sobre el periodo de prueba de Max

Preguntas frecuentes:

¿Hay un periodo de prueba?
¿Quién califica para un periodo de prueba?
¿Cuánto dura la prueba?
¿Cuándo y cómo se me cobrará?
¿Por qué se me ha cobrado por un periodo de prueba?
¿Quién me factura?
¿Cómo cancelo mi prueba?
¿Tienes otras preguntas?",https://help.max.com/es-es/Answer/Detail/000002501
202,Suscripción y primeros pasos,Suscripción,Volver a suscribirme a Max,"Volver a suscribirme a Max

Si te suscribiste a Max o HBO Max en el pasado, aquí te explicamos cómo suscribirte a Max utilizando tu cuenta existente (de esta manera tendrás tus perfiles, Mi Lista y el historial de visualización).

Formas de volver a suscribirse

Estas son las formas en que puedes volver a suscribirte a Max:

Max.com
Aplicación Max
Proveedor de Internet, telefonía móvil o televisión
Solución de problemas
¿No puedes hacer streaming después de volver a suscribirte?",https://help.max.com/es-es/Answer/Detail/000002527
203,Suscripción y primeros pasos,Suscripción,Canjear un código promocional de Max,"Canjear un código promocional de Max

Puedes canjear un código promocional de Max en la web en max.com. Comprueba los detalles de la promoción para averiguar si el código promocional se puede canjear en cuentas nuevas y existentes.

A continuación, te explicamos cómo canjear un código promocional:

Suscriptores nuevos y que regresan
Suscriptores actuales
Solución de problemas
Mensaje «Comprueba el correo electrónico y la contraseña»
¿No puedes canjear un código promocional?
Errores de código promocional",https://help.max.com/es-es/Answer/Detail/000002537
204,Suscripción y primeros pasos,Configuración,Instalar Max en dispositivos compatibles,"Instalar Max en dispositivos compatibles

Puedes ver Max en teléfonos, tabletas, ordenadores, televisores, reproductores de streaming, decodificadores y videoconsolas.

Para empezar a disfrutar hoy mismo, instala la aplicación Max o ve a max.com en tu ordenador.

Selecciona un tipo de dispositivo:
 
Teléfono o tableta
Ordenador
Televisión

Selecciona un dispositivo compatible para los pasos de instalación y actualización:

Amazon Fire TV
Android TV
Apple TV
Hisense VIDAA TV
LG Smart TV (en algunos países)
Philips Titan TV
PlayStation (en algunos países)
Samsung TV
Vodafone TV (en algunos países)
Xbox (en algunos países)

Para obtener una lista de dispositivos 4K, HDR10 y Dolby Vision compatibles, ve a Ver en 4K UHD.

¿El dispositivo de TV no es compatible?

Si la aplicación Max no está disponible en tu dispositivo de TV, aquí tienes otras formas de transmitir en tu televisor:

AirPlay
Chromecast
Cable HDMI

También puedes conectar un reproductor de streaming compatible (por ejemplo, Apple TV) para transmitir Max en tu televisor.

Suscríbete o inicia sesión

Una vez que tengas instalada la aplicación Max, realiza una de las siguientes acciones:

¿Nuevo suscriptor? Abre Max o ve a max.com y selecciona Suscríbete ya.
¿Tienes una cuenta de Max (o HBO Max)? Abre Max y selecciona Iniciar sesión (si tu suscripción ha caducado, se te pedirá que la renueves).

¿Necesitas ayuda para iniciar sesión? Ve a No puedo iniciar sesión.",https://help.max.com/es-es/Answer/Detail/000002506
205,Suscripción y primeros pasos,Configuración,Configuración de Max,"Configuración de Max

Hay varias configuraciones disponibles en la aplicación Max y en max.com/settings.

Selecciona el dispositivo que estás usando:
 
Teléfono o tableta
Ordenador
Televisión

Para acceder a la configuración:

En Max, selecciona tu perfil y luego Configuración de la aplicación.

Aquí encontrarás las siguientes opciones:

Ver con wifi o datos móviles
Reproducción automática del siguiente episodio
Configuración de descargas
Notificaciones
Gestionar código parental
Información

Para opciones adicionales:

En Max, selecciona tu perfil.

Aquí encontrarás lo siguiente:

Cuenta
Suscripción
Privacidad y condiciones
Temas relacionados
Cambiar el idioma de la aplicación
Añadir y gestionar perfiles
Gestionar dispositivos que están usando tu cuenta
Gestionar una suscripción a Max
Privacidad de Max",https://help.max.com/es-es/Answer/Detail/000002541
206,Suscripción y primeros pasos,Configuración,Transmitir Max con un cable HDMI,"Transmitir Max con un cable HDMI

La aplicación Max es la forma más sencilla de transmitir Max en tu televisor. Aquí te mostramos otras formas de transmitir en tu televisor:

AirPlay
Chromecast
Cable HDMI

¿Hay una aplicación Max disponible? Para averiguar si hay una aplicación Max disponible, ve a Dispositivos compatibles (o consulta la tienda de aplicaciones en tu dispositivo de TV).

Transmitir con un cable HDMI

Puedes usar un cable HDMI para conectar tu ordenador, teléfono o tableta a tu televisor.

Lo que necesitas
Un cable HDMI 2.0+ y posiblemente un adaptador
(por ejemplo, iPhone o iPad: Adaptador de conector Lightning a AV digital, Mac o iPad Pro: Adaptador de USB-C a AV digital)
Un televisor compatible con HDCP 2.1+
Para transmitir en tu televisor
Conecta un cable HDMI a tu teléfono, tableta u ordenador (es posible que necesites un adaptador para tu teléfono o tableta).
Conecta el otro extremo del cable HDMI a tu televisor.
Abre Max en tu teléfono, tableta u ordenador y empieza a ver algo.
Solución de problemas
Max no aparece en el televisor
No hay sonido ni audio
Error «Hay un problema con la configuración del dispositivo»",https://help.max.com/es-es/Answer/Detail/000002512
207,Suscripción y primeros pasos,Configuración,Enviar Max con Chromecast a tu televisor,"Enviar Max con Chromecast a tu televisor

Puedes usar Chromecast para enviar Max desde tu teléfono, tableta u ordenador a tu televisor.

Lo que necesitas
Chromecast, Chromecast Ultra o un televisor con Chromecast integrado.
(Si tienes un Chromecast con Google TV, puedes usar la aplicación Max).
Un teléfono o tableta Android, un iPhone o iPad de Apple o un ordenador con el navegador Chrome.

La aplicación Max es la forma más sencilla de ver Max en tu televisor. Consulta la tienda de aplicaciones de tu televisor o ve a Dispositivos compatibles.

¿Desde qué dispositivo estás enviando?
 
Teléfono o tableta
Ordenador

Así es como enviar Max desde tu teléfono o tableta a tu televisor:

Asegúrate de que el teléfono o la tableta están conectados a la misma red wifi que tu Chromecast.
Abre Max y selecciona el botón Enviar de Google .
¿Falta el botón Enviar? Consulta la sección Solución de problemas a continuación.
Selecciona el dispositivo al que deseas enviar.
Empieza a ver algo.

Para detener el envío, selecciona de nuevo el botón Enviar y luego Detener envío.

Puedes cambiar los subtítulos, los subtítulos ocultos y la pista de audio en el dispositivo que estás utilizando para enviar. Para más información, ve a Subtítulos, subtítulos ocultos (CC) y audio.

Solución de problemas
iOS: falta el botón Enviar
¿No puedes enviar desde tu teléfono o tableta?
¿No puedes enviar a tu dispositivo Chromecast?

Para más información, ve a Ayuda de Chromecast:

Solución de problemas de Chromecast
Enviar la pantalla de un dispositivo Android desde la aplicación Google Home
Mejorar la experiencia de envío de pantalla desde dispositivos Android",https://help.max.com/es-es/Answer/Detail/000002513
208,Suscripción y primeros pasos,Configuración,Transmitir Max con AirPlay a tu televisor,"Transmitir Max con AirPlay a tu televisor

Puedes usar AirPlay para transmitir Max desde tu iPhone, iPad o Mac a tu dispositivo compatible con AirPlay 2.

Nota La aplicación Max es la forma más sencilla de ver Max en tu televisor. Para averiguar si hay una aplicación Max disponible, ve a Dispositivos compatibles (o consulta la tienda de aplicaciones de tu televisor).

Transmitir Max a tu televisor usando AirPlay

Puedes transmitir Max desde tu iPhone o iPad a tu dispositivo compatible con AirPlay 2. Te explicamos cómo hacerlo:

Conecta tu iPhone o iPad a la misma red wifi que tu dispositivo compatible con AirPlay 2.
Asegúrate de que AirPlay está activado en tu dispositivo compatible con AirPlay 2.
Abre Max en tu iPhone o iPad y empieza a ver algo.
Toca la pantalla y luego selecciona el icono de AirPlay .
Selecciona el dispositivo al que deseas transmitir usando AirPlay.

¿Necesitas ayuda? Consulta el artículo de Apple AirPlay no funciona.

Duplicar la pantalla en tu televisor

Puedes duplicar la pantalla de tu iPhone, iPad o Mac en tu dispositivo compatible con AirPlay 2. Te explicamos cómo hacerlo:

Conecta tu iPhone, iPad o Mac a la misma red wifi que tu dispositivo compatible con AirPlay 2.
Asegúrate de que AirPlay está activado en tu dispositivo compatible con AirPlay 2.
Realiza una de las siguientes acciones:
iPhone o iPad: Abre el Centro de control y selecciona Duplicar pantalla. A continuación, selecciona el dispositivo al que deseas transmitir usando AirPlay. Si necesitas ayuda, consulta el artículo de Apple Duplicar el iPhone o iPad en un televisor o Mac.
Mac: Selecciona el icono de Centro de control en la barra de menús (arriba a la derecha) y luego Duplicar pantalla. A continuación, selecciona el dispositivo al que deseas transmitir usando AirPlay. Para obtener ayuda, consulta el artículo de Apple Usar AirPlay para transmitir lo que se ve en el Mac.
Si se te solicita, introduce el código de acceso de cuatro dígitos en tu dispositivo iOS o Mac.",https://help.max.com/es-es/Answer/Detail/000002514
209,Suscripción y primeros pasos,Configuración,Actualizar de HBO Max a Max,"Actualizar de HBO Max a Max

A continuación, te explicamos cómo actualizar de HBO Max a Max:

En los dispositivos donde tienes la aplicación HBO Max, ve a la tienda de aplicaciones de tu dispositivo, busca Max y selecciona la opción de descarga.

Una vez que hayas instalado Max, puedes eliminar la aplicación HBO Max de tu dispositivo.

Si necesitas ayuda para instalar la aplicación Max, selecciona tu dispositivo a continuación:

 
Teléfono o tableta
Televisión

Te explicamos cómo actualizar a Max en tu dispositivo de TV:

Amazon Fire TV
Android TV
Apple TV
LG Smart TV (en algunos países)
PlayStation (en algunos países)
Samsung TV
Xbox (en algunos países)

Una vez que hayas instalado la aplicación Max, puedes eliminar la aplicación HBO Max de tu dispositivo.",https://help.max.com/es-es/Answer/Detail/000002570
210,Ver Max,Configuración,Transmitir Max con un cable HDMI,"Transmitir Max con un cable HDMI

La aplicación Max es la forma más sencilla de transmitir Max en tu televisor. Aquí te mostramos otras formas de transmitir en tu televisor:

AirPlay
Chromecast
Cable HDMI

¿Hay una aplicación Max disponible? Para averiguar si hay una aplicación Max disponible, ve a Dispositivos compatibles (o consulta la tienda de aplicaciones en tu dispositivo de TV).

Transmitir con un cable HDMI

Puedes usar un cable HDMI para conectar tu ordenador, teléfono o tableta a tu televisor.

Lo que necesitas
Un cable HDMI 2.0+ y posiblemente un adaptador
(por ejemplo, iPhone o iPad: Adaptador de conector Lightning a AV digital, Mac o iPad Pro: Adaptador de USB-C a AV digital)
Un televisor compatible con HDCP 2.1+
Para transmitir en tu televisor
Conecta un cable HDMI a tu teléfono, tableta u ordenador (es posible que necesites un adaptador para tu teléfono o tableta).
Conecta el otro extremo del cable HDMI a tu televisor.
Abre Max en tu teléfono, tableta u ordenador y empieza a ver algo.
Solución de problemas
Max no aparece en el televisor
No hay sonido ni audio
Error «Hay un problema con la configuración del dispositivo»",https://help.max.com/es-es/Answer/Detail/000002512
211,Ver Max,Configuración,Transmitir Max con un cable HDMI,"Transmitir Max con un cable HDMI

La aplicación Max es la forma más sencilla de transmitir Max en tu televisor. Aquí te mostramos otras formas de transmitir en tu televisor:

AirPlay
Chromecast
Cable HDMI

¿Hay una aplicación Max disponible? Para averiguar si hay una aplicación Max disponible, ve a Dispositivos compatibles (o consulta la tienda de aplicaciones en tu dispositivo de TV).

Transmitir con un cable HDMI

Puedes usar un cable HDMI para conectar tu ordenador, teléfono o tableta a tu televisor.

Lo que necesitas
Un cable HDMI 2.0+ y posiblemente un adaptador
(por ejemplo, iPhone o iPad: Adaptador de conector Lightning a AV digital, Mac o iPad Pro: Adaptador de USB-C a AV digital)
Un televisor compatible con HDCP 2.1+
Para transmitir en tu televisor
Conecta un cable HDMI a tu teléfono, tableta u ordenador (es posible que necesites un adaptador para tu teléfono o tableta).
Conecta el otro extremo del cable HDMI a tu televisor.
Abre Max en tu teléfono, tableta u ordenador y empieza a ver algo.
Solución de problemas
Max no aparece en el televisor
No hay sonido ni audio
Error «Hay un problema con la configuración del dispositivo»",https://help.max.com/es-es/Answer/Detail/000002512
212,Ver Max,Configuración,Enviar Max con Chromecast a tu televisor,"Enviar Max con Chromecast a tu televisor

Puedes usar Chromecast para enviar Max desde tu teléfono, tableta u ordenador a tu televisor.

Lo que necesitas
Chromecast, Chromecast Ultra o un televisor con Chromecast integrado.
(Si tienes un Chromecast con Google TV, puedes usar la aplicación Max).
Un teléfono o tableta Android, un iPhone o iPad de Apple o un ordenador con el navegador Chrome.

La aplicación Max es la forma más sencilla de ver Max en tu televisor. Consulta la tienda de aplicaciones de tu televisor o ve a Dispositivos compatibles.

¿Desde qué dispositivo estás enviando?
 
Teléfono o tableta
Ordenador

Así es como enviar Max desde tu teléfono o tableta a tu televisor:

Asegúrate de que el teléfono o la tableta están conectados a la misma red wifi que tu Chromecast.
Abre Max y selecciona el botón Enviar de Google .
¿Falta el botón Enviar? Consulta la sección Solución de problemas a continuación.
Selecciona el dispositivo al que deseas enviar.
Empieza a ver algo.

Para detener el envío, selecciona de nuevo el botón Enviar y luego Detener envío.

Puedes cambiar los subtítulos, los subtítulos ocultos y la pista de audio en el dispositivo que estás utilizando para enviar. Para más información, ve a Subtítulos, subtítulos ocultos (CC) y audio.

Solución de problemas
iOS: falta el botón Enviar
¿No puedes enviar desde tu teléfono o tableta?
¿No puedes enviar a tu dispositivo Chromecast?

Para más información, ve a Ayuda de Chromecast:

Solución de problemas de Chromecast
Enviar la pantalla de un dispositivo Android desde la aplicación Google Home
Mejorar la experiencia de envío de pantalla desde dispositivos Android",https://help.max.com/es-es/Answer/Detail/000002513
