Category,Sub Section,Info,Link
"Problemas con alquileres, compras y pagos",Utilizar Pagar con efectivo en México,"Los clientes en México ahora pueden pagar las suscripciones a Amazon Prime y las suscripciones add-on de Prime Video en efectivo y con Mastercard, Visa y tarjetas regalo de Amazon. Pagar con efectivo aparecerá como opción de pago disponible en México. Después de realizar un pedido de suscripción a Prime o a suscripciones add-on de Prime Video, los clientes que elijan “Pagar con efectivo” recibirán un código de barras único en su correo electrónico de confirmación del pedido. Los clientes deberán presentar este código de barras en una sucursal participante de OXXO, 7-Eleven, Farmacias del Ahorro, Circle K, Extra, Waldos y Kiosk para completar el pago en un plazo de 72 horas después de realizar el pedido.",https://www.primevideo.com/help?nodeId=TxH4oGFHsfoWd6yF3Y
"Problemas con alquileres, compras y pagos",Problemas con el acceso a compras y alquileres de Prime Video anteriores,"Cuando compras o alquilas películas en Prime Video, están disponibles a través de PrimeVideo.com y de la aplicación de Prime Video en Títulos comprados y alquilados. Ten en cuenta que, si cambias la dirección de facturación a otro país o te suscribes a Amazon Prime en otro país, es posible que en algunos casos ya no puedas acceder a las compras y alquileres anteriores. Ponte en contacto con el servicio de atención al cliente si te has mudado de país y has perdido el acceso al contenido comprado.",https://www.primevideo.com/help?nodeId=GFNXCGM49KTCZGAQ
"Problemas con alquileres, compras y pagos",¿Por qué tengo que pagar algunos títulos de Prime Video?,"Además de los títulos incluidos con Prime, puedes alquilar o comprar una amplia selección de series y películas. La tienda de Prime Video te permite alquilar y comprar series y películas de un amplio catálogo de títulos que puede que no estén disponibles como parte de tu suscripción, incluidos nuevos lanzamientos de películas poco después de su estreno en salas. Una vez que compras un título, siempre tendrás acceso instantáneo a él en Mi espacio. Para obtener más información, consulta Alquilar y comprar títulos de Prime Video. A veces, las series o películas que se incluyen con Prime podrían requerir su compra debido a cambios realizados por los propietarios del contenido. A menos que tengamos los derechos del contenido, no podremos controlar si una serie o película requiere su compra ni cuándo ocurre. Las compras que realices en la tienda de Prime Video y que no estén incluidas en Prime se cargan automáticamente en el método de pago especificado para las compras digitales. Puedes actualizarlo en Actualizar método de pago. Tan pronto como realices el pedido, podrás ver las compras en Títulos comprados y alquilados en Mi espacio. Temas de ayuda relacionados",https://www.primevideo.com/help?nodeId=GDRZS7U3CX3Z3RN5
"Problemas con alquileres, compras y pagos",Problemas con los errores de pago y pedidos de Prime Video,"Qué hacer si tienes problemas con pedidos de Prime Video o si ves códigos de error como 2016, 2021, 2023, 2026, 2027, 2028, 2029, 2040, 2041, 2043, 2044, 2047, 2048, 2063 o 7035. Es posible que se te pida en el sitio web de Prime Video y en las aplicaciones de Prime Video que verifiques tu tarjeta con tu banco. Este mensaje puede aparecer: Las suscripciones a Prime Video ya existentes también pueden requerir una verificación. La información se mostrará en el sitio web de Prime Video y en las apps de Prime Video si es necesario realizar esta verificación.",https://www.primevideo.com/help?nodeId=GSUW4Y2CS69S8ZYD
Resolución de problemas con eventos en directo,UEFA Champions League - Soporte para Irlanda,No info,https://www.amazon.co.uk/b?node=100568723031
Resolución de problemas con eventos en directo,Problemas con reproducciones en streaming en directo en Prime Video,"Qué hacer si tienes problemas para ver reproducciones en streaming o eventos en directo en Prime Video. Si tienes problemas para ver reproducciones en streaming o eventos en directo en Prime Video, asegúrate de que estés utilizando un dispositivo compatible y de que dispongas de una velocidad de descarga suficiente. Prime Video recomienda una velocidad de descarga mínima de 1 MB/s para contenido SD y de 5 MB/s para contenido HD. Prime Video ofrece la mejor calidad de reproducción en streaming posible en función de la velocidad de ancho de banda disponible. Temas de ayuda relacionados",https://www.primevideo.com/help?nodeId=GP57SKQ7CB5DRS6F
Resolución de problemas con eventos en directo,Ayuda para ver el críquet en Australia,No info,https://www.amazon.com.au/b?node=24310695051
Resolución de problemas con eventos en directo,Ayuda para ver la UEFA Champions League,No info,https://www.amazon.it/b?node=22974463031
Resolución de problemas con eventos en directo,Asistencia para la National Basketball Association (NBA) (Brasil),No info,https://www.amazon.com.br/nbaajuda
Resolución de problemas con eventos en directo,Asistencia para ONE Championship,"Esto es lo que debes hacer si tienes problemas para ver la cobertura en directo de la ONE Championship en Prime Video. 1) ¿Tengo que pagar más para ver la ONE Fight Night en eventos de Prime Video? Los clientes de Prime de los Estados Unidos y Canadá pueden ver la ONE Fight Night en Prime Video sin tarifas adicionales. Si no eres un cliente de Amazon Prime, puedes empezar un periodo de prueba de 30 días gratis de Prime si visitas www.amazon.ca/prime. 2) ¿Dónde puedo ver ONE Fight Night en eventos de Prime Video? Los clientes de Prime de los Estados Unidos y Canadá pueden ver la ONE Fight Night en eventos de Prime Video. Los territorios y mancomunidades de EE. UU. que se incluyen son Puerto Rico, Guam, Islas Vírgenes de EE. UU., Islas Marianas del Norte, Samoa Americana y las Islas periféricas menores de EE. UU. El resto de las ubicaciones internacionales no están incluidas. 3) ¿Cómo puedo ver la ONE Fight Night en eventos de Prime Video en Prime Video? Si estás en Estados Unidos y Canadá, ve a la app de Prime Video en tu dispositivo y verás los eventos que aparecen en “Eventos en directo y próximos”. También puedes ir a la página de inicio de Amazon y hacer clic en Prime Video, donde verás un enlace a “Eventos en directo y próximos”. 4) ¿En qué fechas y horarios tendrá lugar la ONE Fight Night en eventos de Prime Video? A partir de agosto de 2022, Prime Video reproducirá al menos un evento en directo al mes de la ONE Fight Night en eventos de Prime Video. Para consultar el calendario y los horarios de los eventos más recientes, ve a: www.amazon.com/onechampionship o www.amazon.com/b?node=24051829011. Las fechas y los horarios están sujetos a cambios. 5) ¿Puedo ver eventos mientras viajo? Los clientes de Amazon Prime de los Estados Unidos y Canadá pueden ver la ONE Fight Night en Prime Video en EE. UU. y Canadá. Los territorios y mancomunidades de EE. UU. que se incluyen son Puerto Rico, Guam, Islas Vírgenes de EE. UU., Islas Marianas del Norte, Samoa Americana y las Islas periféricas menores de EE. UU. El resto de las ubicaciones internacionales no están incluidas. 6) ¿Cómo puedo ponerme al día con los eventos que me he perdido? Las repeticiones estarán disponibles poco después de que finalice cada evento. 7) ¿Puedo ver eventos en cualquier dispositivo? Para obtener instrucciones generales, consulta el centro de ayuda. Los eventos en directo se admiten en dispositivos Amazon, como Fire TV y tablets Fire, en navegadores web y en más de 650 dispositivos conectados a través de la app de Prime Video, como consolas de juego compatibles (PS3, PS4, Xbox One), decodificadores y reproductores multimedia (por ejemplo, Google Chromecast, Virgin TV, Roku y Apple TV), Smart TV, reproductores Blu-ray, tablets y teléfonos móviles con iOS o Android. Todos los eventos de la ONE en Prime Video están disponibles en HD. 8) ¿Puedo retroceder, pausar y avanzar rápidamente en mi dispositivo? Las opciones de retroceder, pausar y avanzar rápidamente están disponibles en dispositivos móviles Android/iOS, navegadores web (Chrome, Firefox y Edge), Fire TV, Apple TV (3.ª generación y posteriores) y algunos Smart TV. Ten en cuenta que estas funciones no se admiten en todos los dispositivos. 9) ¿Cómo puedo activar o desactivar los subtítulos? Para activar o desactivar los subtítulos, selecciona el icono “CC” en los controles de reproducción. En algunos dispositivos, el icono Subtítulos aparece como un cuadro de diálogo o puede aparecer como una opción de menú en Subtítulos en la página de detalles del vídeo. 10) ¿Cómo puedo ver eventos anteriores de la ONE Fight Night? Para ver eventos de Prime Video previos de la ONE Fight Night en EE. UU. y Canadá, puedes visitar la página de la colección ONE Championship. En el caso de las regiones fuera de los Estados Unidos y Canadá, consulta los listings locales. Los momentos destacados de todos los eventos de la NE Championship se pueden ver en las cuentas de las redes sociales de la ONE. 11) ¿Qué es la ONE Championship? La ONE Championship es la organización de artes marciales más grande del mundo, que ofrece una acción apasionante en artes marciales mixtas (MMA), Muay Thai, kickboxing y el agarre. 12) ¿Cómo funcionan las clasificaciones de peso en la ONE Championship? Cada arte marcial o MMA, Muay Thai, kickboxing y agarre presenta a atletas que compiten con oponentes de la misma clasificación de peso. Peso atómico: 52 kg (115 lb.), Peso paja: 56,7 kg (125 lb.), Peso mosca: 61,2 kg, (135 lb.), Peso gallo: 65,8 kg (145 lb.), Peso pluma: 70,3 kg (155 lb.), Peso ligero: 77,1 kg (170 lb.), Peso wélter: 83,9 kg (185 lb.), Peso medio: 93 kg (205 lb.), Peso semipesado: 102,1 kg (225 lb.), Peso pesado: 120,2 kg (265 lb.) 13) ¿Los atletas pueden competir en más de un deporte de combate o en más de una clasificación de peso? La ONE Championship permite competir en varias disciplinas de artes marciales si se determina que tienen el nivel de habilidad competitivo para hacerlo. Asimismo, pueden competir en varias clasificaciones de peso si se determina que tienen la salud y la condición física para hacerlo. 14) ¿Cómo funcionan las clasificaciones de atletas en la ONE Championship? La ONE Championship tiene clasificaciones de los 5 mejores competidores para 13 de sus divisiones de atletas: 6 en MMA, 4 en Muay Thai y 3 en kickboxing, que se actualizan poco después de cada evento. Estas clasificaciones las determinan un grupo de miembros de medios de comunicación deportivos y expertos de la industria que son objeto de encuestas anónimas. Las clasificaciones se pueden ver en el sitio web oficial de la ONE Championship. 15) ¿Cuánto duran los combates en la ONE Championship? Cada combate de MMA se llevará a cabo en tres rondas, cada una de cinco minutos, con una pausa de un minuto entre ellas. Cada combate de Muay Thai y kickboxing tendrá lugar en tres rondas, cada una de tres minutos, con una pausa de un minuto entre ellas. Los combates internacionales en MMA, Muay Thai y kickboxing se realizarán en cinco rondas, cada una de cinco minutos, con una pausa de un minuto entre ellas. Todos los combates de agarre se realizarán en una ronda de 10 minutos. 16) ¿Cuáles son las formas de ganar combates en la ONE Championship? Se puede alcanzar la victoria en MMA por knockout, sumisión, knockout técnico, sumisión técnica, interrupción de un árbitro/médico/parada en la esquina, solicitud de interrupción por parte del atleta o decisión de los jueces. Se puede alcanzar la victoria en Muay Thai o kickboxing por knockout, knockout técnico, solicitud de interrupción por parte del atleta o decisión de los jueces. Se puede alcanzar la victoria en los combates de agarre mediante la sumisión, la interrupción por parte del árbitro o de una parada en la esquina, la solicitud de detención por parte del atleta o la decisión de los jueces. 17) ¿Cómo puntúa la ONE Championship los combates que concluyen por una decisión? Tres jueces calificarán el combate en su totalidad, no ronda por ronda. Los jueces utilizarán los criterios de fallo de la ONE en orden descendente de importancia para determinar el ganador del combate. Los criterios completos se pueden ver en el sitio web oficial de la ONE Championship. 18) ¿Cómo puedo obtener más información sobre la ONE Championship? Para obtener más información, visita el sitio web oficial de la ONE Championship o sus cuentas de redes sociales oficiales en Facebook, Instagram, YouTube, Twitter, TikTok o Snapchat. 19) ¿Qué otra información está disponible? Visita nuestras páginas de ayuda o, si necesitas más ayuda, contáctanos.",https://www.primevideo.com/help?nodeId=GHYMDXV4BLDZCR46
Resolución de problemas con eventos en directo,Asistencia para el US Open,"Esto es lo que debes hacer si tienes problemas para ver la cobertura en directo del US Open en Prime Video. 1) ¿Tengo que pagar más para ver el US Open en Prime Video? Los clientes de Prime del Reino Unido e Irlanda pueden ver el US Open en Prime Video sin ningún coste adicional. Los clientes que no sean de Prime pueden iniciar un periodo de prueba de 30 días gratis de Prime (8,99 £ al mes o 95 £ al año) o de la suscripción a Prime Video (5,99 £ al mes). Para obtener más información, visita www.amazon.co.uk/primevideo. 2) ¿Cuándo comenzará la cobertura del US Open 2022 en Prime Video? Los clientes de Prime del Reino Unido e Irlanda pueden ver la siguiente cobertura: 3) ¿Qué partidos de clasificación retransmitirá Prime Video? Prime Video retransmitirá todas las pistas televisadas durante los cuatro días del torneo, con comentarios en inglés proporcionados en la pista principal del día. 4) ¿Qué retransmitirá Prime Video durante el torneo del cuadro principal? Nuestra cobertura retransmitirá todas las pistas televisadas durante todo el torneo. 5) ¿Todos los partidos del cuadro principal (del 29 de agosto al 11 de septiembre) tendrán comentarios? Prime Video ofrecerá comentarios en inglés hasta en cinco pistas: Arthur Ashe Stadium, Louis Armstrong Stadium, la pista n.º 17 y, en la primera semana, dos pistas adicionales. En la sección Cobertura y momentos destacados siempre se incluirán comentarios. 6) ¿Puedo escuchar el sonido ambiental de la pista sin comentarios? Prime Video tendrá una sola opción de audio, por lo que todos los partidos tendrán comentarios de forma predeterminada. 7) ¿Puedo reproducir en streaming el US Open en Twitch? La cobertura del US Open de Prime Video no estará disponible en Twitch. 8) ¿Cómo puedo ponerme al día con los partidos que me he perdido? Todos los partidos que se retransmitan estarán disponibles a la carta como máximo 15 minutos después de que finalice el partido. Los momentos destacados diarios estarán disponibles la mañana siguiente a las 10:00, donde se cubrirán los mejores momentos tanto de las sesiones de día como de las de noche. Puedes acceder a los momentos destacados a través de la página específica de momentos destacados del torneo US Open. 9) ¿Dónde puedo ver la cobertura de tenis de estudio en directo de Prime Video? Selecciona Cobertura y momentos destacados, que cubre los mejores partidos del día y ofrece siempre comentarios y análisis de los presentadores, si están disponibles. 10) ¿Cómo puedo comprobar quién está jugando y a qué hora comienza un partido? Todas las páginas de detalles de los próximos partidos estarán disponibles hasta ocho horas antes de que empiecen. Puedes acceder a las páginas de los partidos a través de la página de inicio de Prime Video, página de deportes de Prime Video, y la página del torneo US Open. 11) Me aparece un error de ubicación al intentar ver el vídeo. El US Open está disponible para los clientes residentes en el Reino Unido e Irlanda. No tenemos los derechos de retransmisión para otros territorios. Los clientes de Irlanda podrán acceder a la reproducción si se encuentran dentro de la Unión Europea. El resto de las ubicaciones internacionales no están incluidas. Prime Video no admite la reproducción en streaming de contenido a través de redes privadas virtuales (VPN) ni conexiones por proxy. Para ver Prime Video, desactiva estos servicios en el dispositivo o intenta cambiar a otra conexión disponible. 12) Estoy en Irlanda, pero sigo sin poder acceder a la cobertura de tenis. ¿Qué puedo hacer? Si intentas acceder al US Open a través del navegador web en Irlanda, tendrás que ir a PrimeVideo.com. Si sigues teniendo problemas, contacta con nosotros. Para ello, haz clic en el botón Empezar a chatear o Llamadme, en la parte inferior de esta página. 13 ¿Puedo ver los partidos del US Open mientras estoy de viaje? Los clientes de Prime que residen en Irlanda podrán ver partidos en directo, repeticiones y momentos destacados de los partidos de tenis mientras viajan dentro de la Unión Europea. El resto de las ubicaciones internacionales no están incluidas. 14) ¿Qué otra información está disponible? Visita nuestras páginas de ayuda aquí , u obtén ayuda de otros aficionados a través de los foros de clientes de Amazon. ¿Tienes más preguntas? Contacta con nosotros.",https://www.primevideo.com/help?nodeId=GYK7X6G88F5H6R6D
Resolución de problemas con eventos en directo,Ayuda para ver el Abierto de Francia - Roland-Garros,No info,https://www.amazon.fr/rolandgarros
Resolución de problemas con eventos en directo,Ayuda para ver la Copa do Brasil,No info,https://www.amazon.com.br/b?node=23642864011
Resolución de problemas con eventos en directo,Ayuda para ver el críquet de Nueva Zelanda,No info,https://www.amazon.in/b?node=27358517031
Problemas con la reproducción y ayuda,Problemas durante la reproducción de títulos de Prime Video,"Qué hacer cuando los títulos de Prime Video no se reproducen o si ves códigos de error como 1007, 1022, 5001, 7003, 7005, 7031, 7135, 7202, 7203, 7204, 7206, 7207, 7230, 7250, 7251, 7301, 7303, 7305, 7306, 8020, 9003 o 9074. Para obtener actualizaciones en el navegador web Chrome, introduce chrome://settings/help en la barra de direcciones. Esto iniciará una comprobación automática de actualizaciones. También puedes hacer clic en el icono de menú, seleccionar Ayuda y luego hacer clic en Acerca de Google Chrome para comprobar si hay actualizaciones. Para obtener actualizaciones en el navegador web Firefox, haz clic en el icono de menú, selecciona Ayuda y luego haz clic en Acerca de Firefox para iniciar una comprobación de actualizaciones. Temas de ayuda relacionados",https://www.primevideo.com/help?nodeId=GU85HKX66NVFNQ9Y
Problemas con la reproducción y ayuda,Problemas al identificarse o cerrar sesión en Prime Video,Qué hacer si no puedes iniciar sesión o cerrar sesión en Prime Video o si ves códigos de error como 5005.,https://www.primevideo.com/help?nodeId=GDCTD7L6N6R96WVK
Problemas con la reproducción y ayuda,Solucionar problemas con la conexión a Internet con el dispositivo conectado,Qué hacer si la aplicación de Prime Video del dispositivo conectado no se conecta a Internet. Es posible que recibas un mensaje de error mientras usas la aplicación de Prime Video si tienes problemas con la conexión a Internet. Prueba los siguientes pasos si tienes problemas: Temas de ayuda relacionados,https://www.primevideo.com/help?nodeId=GL8WMKLCYL8NU5FS
Problemas con la reproducción y ayuda,Problemas con el error 2063 de Prime Video,Qué hacer si aparece el código de error 2063 en Prime Video. Temas de ayuda relacionados,https://www.primevideo.com/help?nodeId=G67ZXAW3XXV42YPB
Problemas con la reproducción y ayuda,Problemas con el error 5004 de Prime Video,"Qué hacer si aparece el código de error 5004 en Prime Video. Temas de ayuda relacionadosAsegúrate de que la dirección de correo electrónico y la contraseña que utilizas para iniciar sesión sean correctas. Si el problema persiste, restablece la contraseña. Para ello, ve a la página de inicio de sesión y haz clic en ¿Has olvidado tu contraseña?",https://www.primevideo.com/help?nodeId=GHXU2LF9RGW8VV68
Problemas con la reproducción y ayuda,Problemas con el error 7235 de Prime Video,"Qué hacer si aparece el código de error 7235 en Prime Video. Si la actualización del navegador web Chrome no funciona, estos pasos también pueden ser útiles: Temas de ayuda relacionadosAsegúrate de que el navegador web de Chrome para escritorio esté actualizado. Comprueba si hay actualizaciones disponibles del navegador en Configuración > Acerca de Chrome.
Se te pedirá que descargues e instales las actualizaciones disponibles. En el navegador web Chrome, escribe chrome://components en la barra de direcciones y pulsa Intro.
Haz clic en “Buscar actualizaciones” en Widevine Content Decryption Module e instala las que estén disponibles.",https://www.primevideo.com/help?nodeId=G8X362NHQ64MH5SY
Problemas con la reproducción y ayuda,Problemas con Prime Video con acceso desde proveedores externos,"Cómo obtener ayuda si accedes a Prime Video a través de proveedores externos, como un proveedor de telefonía móvil o de banda ancha. Si pagas por acceder a Prime Video a través de proveedores externos, contacta con tu proveedor si tienes alguna duda, como, por ejemplo, las ofertas disponibles. Las consultas sobre facturación, suscripciones y cancelaciones deben efectuarse al proveedor de servicios externo.",https://www.primevideo.com/help?nodeId=GL855SPZQ2CB4HGC
Problemas con la reproducción y ayuda,Problemas con errores de PIN de Prime Video,Qué hacer si tu PIN de Prime Video no funciona o si ves códigos de error como 5014 o 5016.,https://www.primevideo.com/help?nodeId=GA4PSHZYE4VADLYL
Problemas con la reproducción y ayuda,¿Puedo ver Prime Video si viajo al extranjero?,"Los miembros de Amazon Prime pueden reproducir determinados títulos de Amazon Originals mientras están fuera de su país de origen. Fuera de tu país de residencia es posible que cambie la selección de títulos que puedes reproducir en streaming en Prime Video. Si tienes un dispositivo compatible, puedes descargar títulos antes de viajar para verlos sin conexión en cualquier parte del mundo.",https://www.primevideo.com/help?nodeId=GJ2P83PMNC54XKV9
Problemas con la reproducción y ayuda,Forzar la detención de la app de Prime Video en un dispositivo Android,"Si la aplicación de Prime Video no responde, puedes forzar el cierre e intentarlo de nuevo.Abre la aplicación Configuración del dispositivo Android. Busca y selecciona la aplicación de Prime Video. Selecciona Forzar detención.",https://www.primevideo.com/help?nodeId=GQHPEUU6QMLL7CU9
Problemas con la reproducción y ayuda,Forzar la detención de la app de Prime Video en un dispositivo iOS,"Si la aplicación de Prime Video no responde, puedes forzar el cierre e intentarlo de nuevo. Para obtener más información, visita la página de asistencia técnica de Apple: Cómo forzar el cierre de una app en el iPhone, iPad o iPod touch.",https://www.primevideo.com/help?nodeId=G2LNVKHJN98SBHQ4
Problemas con la reproducción y ayuda,"Problemas al reproducir contenido de Prime Video a través de la suscripción a Prime
                           Video Mobile Edition (PVME) en la India","Qué hacer si ves el mensaje “Tu suscripción actual no permite ver en ningún otro dispositivo” o “Límite de dispositivos alcanzado” en Prime Video. Los clientes de Prime Video Edición Móvil de la India solo pueden ver contenido de Prime Video en un dispositivo móvil. Después de suscribirte, el primer dispositivo móvil en el que ves contenido de Prime Video se convierte en el único dispositivo desde el que puedes acceder al contenido. Los clientes de Prime Lite de la India solo pueden ver contenido de Prime Video en un dispositivo (móvil o televisor). Después de suscribirte, el primer dispositivo en el que veas contenido de Prime Video se convertirá en el único dispositivo desde el que puedes acceder al contenido. Las suscripciones a Prime Lite ofrecidas a través de proveedores de servicios externos en la India te permiten ver contenido de Prime Video en uno o dos dispositivos (dispositivos móviles o televisores). El número de dispositivos en los que puedes ver el contenido se te mostrará durante el registro. Para ver contenido de Prime Video en otros dispositivos, puedes actualizar tu suscripción en primevideo.com/upgrade. Los clientes de Amazon Prime de la India pueden ver Prime Video en cinco dispositivos en total, incluidos dos televisores. Después de suscribirte, los dos primeros dispositivos en los que veas contenido de Prime Video se convertirán en los únicos dispositivos desde los que puedes acceder a contenido. Para ver contenido de Prime Video en otros dispositivos, los clientes de PVME y Prime Lite pueden actualizar su suscripción visitando primevideo.com/upgrade. Los clientes de Prime existentes pueden registrar otra suscripción a Prime en una nueva cuenta de Amazon. Para eliminar tu dispositivo o dispositivos actuales y ver contenido en un dispositivo nuevo, visita la sección Dispositivos de la página Cuenta y configuración de Prime Video. Identifica los dispositivos registrados en Prime Video Edición Móvil o Prime Lite (con una marca azul) y selecciona Eliminar.",https://www.primevideo.com/help?nodeId=ThlENNbZ5gxXv9QGjr
Accesibilidad,Funciones de accesibilidad de Prime Video,"Puedes activar estas funcionalidades durante la reproducción de los títulos que las incluyen. Muchos títulos de Prime Video incluyen subtítulos, pistas alternativas, descripciones en audio o una combinación de todos ellos. La gama de funcionalidades admitidas dependerá del dispositivo que utilices. Vínculos relacionados",https://www.primevideo.com/help?nodeId=GTWNZUHHV9WJREGX
Accesibilidad,Accesos directos de teclado en Prime Video,"Puedes controlar la reproducción en Prime Video con el teclado de un equipo. Los accesos directos de teclado que puedes utilizar para ver Prime Video en un navegador web son los siguientes: ESPACIO para alternar entre reproducción y pausa. F para pasar a o salir de la pantalla completa. Esc para salir de la pantalla completa o para dejar de reproducir. Flecha hacia la izquierda para retroceder 10 segundos. Flecha hacia la derecha para avanzar 10 segundos. Flecha hacia arriba para subir el volumen. Flecha hacia abajo para bajar el volumen. M para activar el silencio. C para activar o desactivar los subtítulos y cambiar de idioma en los subtítulos. A para alternar entre las pistas de audio disponibles, incluidas las opciones de las descripciones en audio y mejorar el diálogo.",https://www.primevideo.com/help?nodeId=GE4VW9VWJD7FM6DR
Accesibilidad,"Proceso de valoración de la accesibilidad de Prime Video y Amazon Music Canadá mediante
                           comentarios","En esta página se describe el proceso de valoración de accesibilidad de Amazon. Amazon ha recibido tus comentarios sobre las barreras de accesibilidad que puedes haber encontrado en Amazon Music o Prime Video, o tus comentarios sobre la forma en que Amazon está implementando su plan de accesibilidad. La persona responsable de recibir comentarios de este tipo en Amazon es el promotor de la accesibilidad. Los comentarios pueden ser generales o específicos, pero proporcionar más detalles como la fecha, el nombre de la página web, la app o la actividad en cuestión pueden ayudar a que comprendamos mejor tus preocupaciones. Amazon.com.ca ULC 40 King Street West, 47th Floor Toronto, ON M5H 3Y2 Los usuarios que envían sus comentarios pueden proporcionar información personal e información de contacto a través del Centro de accesibilidad y ayuda para dispositivos y servicios digitales. Si quieres enviar tus comentarios de forma anónima, puedes hacerlo por correo postal a la dirección indicada anteriormente o por teléfono a través del servicio Llámame. El acuse de recibo se enviará automáticamente para los comentarios recibidos por correo electrónico. Los comentarios que nos lleguen por teléfono y chat en directo implican una interacción directa con un empleado de Amazon, por lo que será dicho empleado quien confirme que ha recibido correctamente los comentarios. En el caso de los comentarios recibidos por correo postal, si se proporciona la información de contacto, se enviará un acuse de recibo a la dirección proporcionada. Si lo solicitas, se pueden proporcionar otros formatos alternativos de descripción del proceso de valoración mediante comentarios, como por ejemplo, en formato impreso, impreso en letra grande, braille, audio o formato electrónico compatible con tecnología adaptativa.",https://www.primevideo.com/help?nodeId=T6s3m9M67ZqCPJoIVP
Pistas de audio de Prime Video,Descripciones y pistas de audio alternativas en Prime Video en dispositivos conectados,"Muchos títulos de Prime Video incluyen varias pistas de audio, como idiomas alternativos o descripciones en audio. Muchos títulos de Prime Video incluyen subtítulos, pistas alternativas, descripciones en audio o una combinación de todos ellos. La gama de funcionalidades admitidas dependerá del dispositivo que utilices.Durante la reproducción del título, pulsa Arriba el mando a distancia y, luego, selecciona Audio e idiomas. Selecciona la pista de audio que quieras en la lista disponible. Las pistas de descripción en audio incluyen el texto [Descripción en audio] en el nombre de la pista. Nota: En algunas plataformas, es posible que veas dos opciones diferentes. Si es así, selecciona la opción Audio.
Muchos títulos de Prime Video incluyen subtítulos, pistas alternativas, descripciones en audio o una combinación de todos ellos. La gama de funcionalidades admitidas dependerá del dispositivo que utilices.",https://www.primevideo.com/help?nodeId=GYWG45TK599P4KUL
Pistas de audio de Prime Video,"Descripciones o pistas de audio alternativas en Prime Video en web, dispositivos Amazon
                           y dispositivos móviles","Muchos títulos de Prime Video incluyen varias pistas de audio, como idiomas alternativos o descripciones en audio. Muchos títulos de Prime Video incluyen subtítulos, pistas alternativas, descripciones en audio o una combinación de todos ellos. La gama de funcionalidades admitidas dependerá del dispositivo que utilices.Al reproducir un título, selecciona el icono de Subtítulos descriptivos o Subtítulos. En algunas plataformas, es posible que veas una opción de Audio independiente. Puede que tengas que tocar la pantalla de tu dispositivo para acceder a este menú. Selecciona la pista de audio que quieres escuchar. Las pistas de descripciones en audio incluyen el texto [Descripciones en audio] en el nombre de la pista.
Muchos títulos de Prime Video incluyen subtítulos, pistas alternativas, descripciones en audio o una combinación de todos ellos. La gama de funcionalidades admitidas dependerá del dispositivo que utilices.",https://www.primevideo.com/help?nodeId=GF8DJ3VXMMJBYHVG
Pistas de audio de Prime Video,"Seleccionar Subir los diálogos en Prime Video para web, dispositivos Amazon y dispositivos
                           móviles","Activa Subir los diálogos durante la reproducción de un título compatible en la web, dispositivos Amazon y dispositivos móviles.Al reproducir un título, selecciona el icono de Subtítulos descriptivos o Subtítulos. En algunas plataformas, es posible que veas una opción de Audio independiente. Puede que tengas que tocar la pantalla del dispositivo para acceder a este menú. En la sección Audio, selecciona la frecuencia de Dialogue Boost que debe ser Media o Alta según tus preferencias.",https://www.primevideo.com/help?nodeId=TYiAAjz4wR2wWsttiy
